book_id,title,author,isbn,subject_area,genre,mood,tags,summary,publication_year,edition,language,page_count,rating
272,All the Light We Cannot See,Anthony Doerr,9789384739560,Fiction/Stories,Historical Fiction,Romantic,historical fiction;fiction;novel;leisure-reading;story;history,"Spanning years and relationships, this historical fiction traces a central figure caught between duty and desire. Written in the tradition of historical fiction, ""All the Light We Cannot See"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",2014,Paperback Edition,English,435,4.1
273,Gone Girl,Gillian Flynn,9781741037968,Fiction/Stories,Psychological Thriller,Adventure,psychological thriller;fiction;novel;leisure-reading;story;suspense,"Told with a distinct narrative voice, this novel follows individuals confronting change in a world that refuses to stay still. Written in the tradition of psychological thriller, ""Gone Girl"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2012,Popular Edition,English,290,4.3
274,The Girl with the Dragon Tattoo,Stieg Larsson,9781625007452,Fiction/Stories,Crime Fiction,Educational | Heartwarming | Romantic,crime fiction;fiction;novel;leisure-reading;story;suspense,"Told with a distinct narrative voice, this novel follows a central figure caught between duty and desire. Written in the tradition of crime fiction, ""The Girl with the Dragon Tattoo"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2005,Paperback Edition,English,559,3.5
275,Rebecca,Daphne du Maurier,9781740777957,Fiction/Stories,Gothic Mystery,Emotional | Funny,gothic mystery;fiction;novel;leisure-reading;story;suspense,"This gothic mystery follows individuals confronting change in a world that refuses to stay still. Written in the tradition of gothic mystery, ""Rebecca"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1938,1st Edition,English,135,4.4
276,The Fault in Our Stars,John Green,9781565332416,Fiction/Stories,Young Adult Fiction,Historical | Emotional,young adult fiction;fiction;novel;leisure-reading;story;young-readers,"A memorable entry in young adult fiction, the story follows a journey that tests conviction as much as courage. Written in the tradition of young adult fiction, ""The Fault in Our Stars"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2012,Popular Edition,English,511,4.7
277,Looking for Alaska,John Green,9781059527755,Fiction/Stories,Young Adult Fiction,Magical | Epic,young adult fiction;fiction;novel;leisure-reading;story;young-readers,"Told with a distinct narrative voice, this novel follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of young adult fiction, ""Looking for Alaska"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2005,Reprint Edition,English,268,4.7
278,Percy Jackson and the Lightning Thief,Rick Riordan,9780196826080,Fiction/Stories,Fantasy/YA,Suspenseful | Fantasy,fantasy ya;fiction;novel;leisure-reading;story;young-readers,"A memorable entry in fantasy/ya, the story follows a journey that tests conviction as much as courage. Written in the tradition of fantasy/ya, ""Percy Jackson and the Lightning Thief"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",2005,Reprint Edition,English,148,3.6
279,Matilda,Roald Dahl,9789378139215,Fiction/Stories,Children's Fiction,Dark,children's fiction;fiction;novel;leisure-reading;story;young-readers,"A memorable entry in children's fiction, the story follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of children's fiction, ""Matilda"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1988,Special Edition,English,620,4.2
280,Charlie and the Chocolate Factory,Roald Dahl,9780909665845,Fiction/Stories,Children's Fiction,Epic | Inspirational | Suspenseful,children's fiction;fiction;novel;leisure-reading;story;young-readers,"Told with a distinct narrative voice, this novel follows individuals confronting change in a world that refuses to stay still. Written in the tradition of children's fiction, ""Charlie and the Chocolate Factory"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",1964,Special Edition,English,162,3.8
281,James and the Giant Peach,Roald Dahl,9781354926352,Fiction/Stories,Children's Fiction,Suspenseful | Emotional,children's fiction;fiction;novel;leisure-reading;story;young-readers,"Spanning years and relationships, this children's fiction traces lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of children's fiction, ""James and the Giant Peach"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1961,Reprint Edition,English,272,3.6
282,The Jungle Book,Rudyard Kipling,9780303236566,Fiction/Stories,Children's Classic,Educational | Mysterious | Funny,children's classic;fiction;novel;leisure-reading;story;young-readers,"A memorable entry in children's classic, the story follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of children's classic, ""The Jungle Book"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",1894,1st Edition,English,507,3.3
283,Charlotte's Web,E.B. White,9780621903676,Fiction/Stories,Children's Fiction,Historical | Mysterious | Funny,children's fiction;fiction;novel;leisure-reading;story;young-readers,"Told with a distinct narrative voice, this novel follows a central figure caught between duty and desire. Written in the tradition of children's fiction, ""Charlotte's Web"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1952,Popular Edition,English,557,3.8
284,The Wind in the Willows,Kenneth Grahame,9789392205927,Fiction/Stories,Children's Classic,Historical | Magical,children's classic;fiction;novel;leisure-reading;story;young-readers,"This children's classic follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of children's classic, ""The Wind in the Willows"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1908,Paperback Edition,English,520,4.4
285,Alice's Adventures in Wonderland,Lewis Carroll,9789364584883,Fiction/Stories,Classic Fantasy,Educational | Adventure,classic fantasy;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of classic fantasy, ""Alice's Adventures in Wonderland"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1865,Popular Edition,English,480,4.7
